"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 23 23:40:40 UTC 2026","Thu Apr 23 23:40:46 UTC 2026","5910","","Link popup suite","","com.andrii.test.tests.CheckPopupTest","checkPopupTest","Open link popup",""
"passed","Thu Apr 23 23:40:53 UTC 2026","Thu Apr 23 23:40:54 UTC 2026","1247","","Featured languages suite","","com.andrii.test.tests.FeaturedLanguagesTest","featuredLanguagesTest","Check list of featured languages",""
"passed","Thu Apr 23 23:40:45 UTC 2026","Thu Apr 23 23:40:48 UTC 2026","3174","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Correct search in Dutch",""
"failed","Thu Apr 23 23:40:48 UTC 2026","Thu Apr 23 23:40:52 UTC 2026","3916","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Redirecting to another page (test should fail)",""
"broken","Thu Apr 23 23:40:48 UTC 2026","Thu Apr 23 23:40:48 UTC 2026","698","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Attempt to search on non-existent language (test should fail)",""
"passed","Thu Apr 23 23:40:47 UTC 2026","Thu Apr 23 23:40:57 UTC 2026","10089","","WikiMedia files suite","","com.andrii.test.tests.DownloadFileTest","downloadPdfFileTest","Download pdf file from WikiMedia",""
"passed","Thu Apr 23 23:40:40 UTC 2026","Thu Apr 23 23:40:45 UTC 2026","4633","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Correct search in English",""
