"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 31 04:19:00 UTC 2026","Fri Jul 31 04:19:01 UTC 2026","1150","","Featured languages suite","","com.andrii.test.tests.FeaturedLanguagesTest","featuredLanguagesTest","Check list of featured languages",""
"passed","Fri Jul 31 04:18:44 UTC 2026","Fri Jul 31 04:18:49 UTC 2026","4900","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Correct search in English",""
"failed","Fri Jul 31 04:18:52 UTC 2026","Fri Jul 31 04:18:56 UTC 2026","3798","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Redirecting to another page (test should fail)",""
"passed","Fri Jul 31 04:18:49 UTC 2026","Fri Jul 31 04:18:52 UTC 2026","3042","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Correct search in Dutch",""
"passed","Fri Jul 31 04:18:44 UTC 2026","Fri Jul 31 04:18:49 UTC 2026","5796","","Link popup suite","","com.andrii.test.tests.CheckPopupTest","checkPopupTest","Open link popup",""
"broken","Fri Jul 31 04:18:52 UTC 2026","Fri Jul 31 04:18:52 UTC 2026","711","","Open page suite","","com.andrii.test.tests.OpenPageTest","searchFromMainPageTest","Perform search from the main page: Attempt to search on non-existent language (test should fail)",""
"passed","Fri Jul 31 04:18:54 UTC 2026","Fri Jul 31 04:19:09 UTC 2026","15936","","WikiMedia files suite","","com.andrii.test.tests.DownloadFileTest","downloadPdfFileTest","Download pdf file from WikiMedia",""
